기업명,내용,고용형태,경력,주소1,주소2,기간,직무키워드
대선주조㈜,                                부산영업본부 주류영업 신입사원 채용-대선주조(주)                            ,신입,학력무관,부산,부산 동래구 외,~01/05(수),"음식료, 국내영업, 납품영업, 법인영업, 일반영업, 주류영업"
㈜한진,                                (주)한진 경영지원(세무사/회계사/마케팅/웹디자이너) 경력직 채용,경력3년↑,대졸↑,서울,서울 중구,~01/04(화),"UI/UX 웹디자이너, UI/UX, 물류, 택배, 부가세신고, 세무, 회계, 회계감사, 감사, 결산, 세무, 웹UI, UI·UX디자인"
두산,                                [전자] 21년 김천공장 물류/자재관리 채용,경력,대졸↑,경북,경북 김천시,~01/09(일),"물류관리, 자재관리, 재고관리, 유지보수"
㈜세중,                                세중 여행사업부 - 지원팀 신입 및 경력직 채용,신입·경력1년↑,학력무관,서울,서울 종로구,상시채용,"결산, 관리회계, 전산회계, 전표입력, 회계"
㈜ 메타넷엠플랫폼,                                [KB국민/신규] 일반대출 상담 채용,신입·경력,고졸↑,서울,서울 종로구 외,~12/31(금),"국민카드, 아웃소싱, 콜센터, 신용카드, 아웃바운드TM, 증권·보험, 해피콜, 회원관리, 고객상담, 신용카드회사, 인바운드TM, 콜센터, CS"
조인㈜,                                [조인그룹] 재고관리 및 입출고 담당자 채용,경력무관,고졸↑,경기,경기 용인시,~01/30(일),"상품입출고, 재고관리, 상품입출고"
한국학중앙연구원,                                2022년 상반기 육아휴직 대체인력 채용,신입·경력,고졸↑,경기,경기 성남시,~02/10(목),"개인정보보호/시스템개발, 행정/사업기획, 인사, 인디자인, 삽화·일러스트, 인문·사회과학, 연구·실험·기술"
㈜ 메타넷엠플랫폼,                                (단기가능/2일교육) 발급센터 대규모 채용,신입·경력,고졸↑,서울,서울 종로구 외,~12/31(금),"국민카드, 아웃소싱, 콜센터, 신용카드, 아웃바운드TM, 증권·보험, 해피콜, 회원관리, 고객상담, 신용카드회사, 인바운드TM, 콜센터, CS"
㈜ 메타넷엠플랫폼,                                [카카오커머스] 선물하기 고객센터 관리자 채용,경력,대졸↑,서울 외,서울 종로구 외,~12/31(금),"카카오, 카카오커머스, 아웃소싱, 콜센터, 문서작성, 사무보조, 고객상담, 고객응대, 인터넷쇼핑몰, 콜센터, CS, 수퍼바이저, CS교육, 콜센터관리, 콜센터운영, 콜통계분석"
㈜시지바이오,                                시지바이오 디지털 콘텐츠 크레이터 채용,경력1년↑,학력무관,서울,서울 용산구,~03/27(일),"바이오, 생명공학, 의료기기, 제약, 마케팅, 브랜딩, 브랜드, 프로모션, 홍보, 홍보기획, 사진촬영기사, 영상편집, 촬영보조, 카메라, 포토샵"
엔에이치엔 주식회사,                                [NHN] 웹소설 PD 경력 채용,경력2년↑,석사↑,경기,경기 성남시,~03/27(일),"웹소설 기획, 노블코믹스, 모바일, 모바일App, 안드로이드, 웹PD, 작가"
㈜유영제약,                                중앙연구소 제제연구 및 주사제 연구 경력직원 채용,경력2년↑,초대졸↑,서울,서울 구로구,~01/09(일),"기술이전, 제제연구, 주사제, 주사제 연구, 바이오, 의약, 제약, 제약, 의약품, 의료·제약"
굿어스㈜,                                [기흥/화성] 네트워크 엔지니어 (경력 3년 이하) 채용,경력1년↑,대졸↑,서울 외,서울 강남구 외,~01/16(일),"CCNP, NI, SI, 네트워크관리, 네트워크엔지니어, 시스템운영, CCNA, Cisco"
㈜동서기공,                                (주)동서기공 소재생산(저압/중력) 관리직 신입/경력사원 채용,신입·경력2년↑,대졸↑,충남,충남 당진시,~12/31(금),"자동차, 자동차부품, 공정관리, 생산, 생산관리, 안전, TPM, 금속, 기계, 설비, 제조"
에스케이온㈜,                                Battery 연구원 연구지원 경력사원 채용,경력,학력무관,대전,대전 유성구,~01/16(일),"연구 자원 운영/지원 업무, 사무행정, 예산관리, 전표입력, 회계"
㈜드림어스컴퍼니,                                Hi-Fi 오디오 브랜드 아스텔앤컨 프로젝트 관리자 채용,경력2년↑,석사↑,서울,서울 서초구,~03/27(일),"PM, 프로젝트 관리, 컨텐츠, 상품기획, 공정관리, 생산관리, 품질관리, TPM"
국립중앙의료원,                                연구직 일반연구원(감염병자원관리팀) 채용,경력,학력무관,서울,서울 중구,~01/10(월),"연구·실험·기술, 의료·제약, 경영·경제연구"
에스넷시스템㈜,                                [평택] Network 엔지니어 (신입/경력 2년 이하) 채용,신입·경력,초대졸↑,서울,서울 강남구,~01/16(일),"소프트웨어개발, NI, SI, SM, 네트워크관리, 네트워크엔지니어, CCNA, Cisco, LAN"
한화호텔앤드리조트㈜,                                [한화호텔&리조트] 인사담당 경력/신입 채용,신입·경력1년↑,초대졸↑,서울,서울 영등포구,~01/07(금),"근태관리, 복리후생, 제증명 발급, 급여관리, 인사"
SK케미칼,                                청주공장 원료의약품 생산 계약직 채용 (신입/경력)                            ,신입·경력,석사↑,충북,충북 청주시,~01/02(일),"입출고, 공정, 생산, 생산직"
국립중앙의료원,                                무기계약직 연구원(중개연구센터) 직원 채용,신입·경력,학력무관,서울,서울 중구,~01/10(월),"면역학/의학, 미생물, 연구·실험·기술, 의료·제약"
삼정펄프 ㈜,"                                (평택공장) 현장 공무직(기계,설비,공작실) 채용",경력무관,고졸↑,경기,경기 평택시,~01/26(수),"제지, 금속, 기계, 기능직, 설비, 용접"
에스넷시스템㈜,                                IT Infra 영업 (경력 3년 이상) 채용,경력3년↑,대졸↑,서울,서울 강남구,~01/16(일),"소프트웨어개발, NI, SI, SM, 기술영업, 네트워크영업, 솔루션영업, 시스템영업, 하드웨어영업, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업관리"
에스케이온㈜,                                Battery 연구지원 사무운영원 채용 (계약직)                            ,신입·경력,초대졸↑,대전,대전 유성구,~01/14(금),"운영지원, 사무행정, 총무, 예산관리, 전표입력, 회계"
㈜텔라움,                                품질관리 경력자 채용,경력,학력무관,경기,경기 부천시,~03/27(일),"품질, 품질검사, 품질관리, 품질보증, ISO"
본아이에프㈜,"                                본그룹 경력사원 공개채용(본아이에프, 순수본, 지주부문)                            ",경력2년↑,학력무관,서울,서울 영등포구,~01/09(일),"메뉴개발, 식품, 식품연구, 점포개발, 프랜차이즈, 경영혁신, 기획, 기획조사, 변화관리, 사업기획, 서비스기획, 전략, 타당성분석, 문서작성, 사무보조, Excel, 마케팅, 마케팅기획, 브랜딩, 소셜미디어, 시장분석, 물류관리, 상품기획, 상품입출고, 온라인MD, MD, 국내영업, 기술영업, 납품영업, 법인영업, 일반영업, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 납품관리, 대리점관리, 매출관리, 영업관리, 영업기획, 영업지원, 외주관리, 채권관리, 납품영업, 법인영업, 식품영업, 일반영업, 부동산, 네트워크관리, 네트워크엔지니어, 서버관리자, 시스템운영, 바이럴마케팅, 소셜마케팅, 온라인마케팅, 웹마케팅, 웹프로모션, .NET, 웹프로그래머, Java, MS-SQL, MySQL, SQL, .NET, 응용프로그래머, Java, Linux, Python, 시스템프로그래머, 펌웨어, PLC, 부동산"
영풍전자㈜,                                영풍전자(주) FPCB 부문별 생산직/생산지원직 채용,경력무관,고졸↑,경기 외,경기,~01/26(수),"FPCB, 금도금, 노광, 동도금, 에칭, 적층, 전기, 전기기술, 전자, 제어, FPCB, 생산, 생산관리, 품질, 품질검사, 품질관리, 품질보증, 기능직, 생산직, 제조, 조립, 회로, 기능직, 도금, 생산직"
㈜멀티캠퍼스,                                [멀티캠퍼스] 청년SW아카데미(SSAFY) 취업지원 운영 계약직 채용(광주)                            ,경력1년↑,대졸↑,서울,서울 강남구,~01/05(수),"기업교육, 어학원, 학원강사, 교수설계, 교육, 교육기획, 교육훈련"
㈜멀티캠퍼스,                                [멀티캠퍼스] 영업업무(고객 및 사업관리 등) 계약직 채용,경력2년↑,대졸↑,서울,서울 강남구,~01/06(목),"기업교육, 어학원, 학원강사, 영업관리"
㈜멀티캠퍼스,                                [멀티캠퍼스] 청년SW아카데미(SSAFY) 취업상담사 계약직 채용(구미)                            ,경력무관,대졸↑,서울,서울 강남구,~01/05(수),"기업교육, 어학원, 학원강사, 직업상담"
㈜안랩,                                [채용연계형 인턴] 기술지원/컨설팅/QA 인턴 수시 모집                            ,신입,학력무관,경기,경기 성남시,~01/05(수),"네트워크보안, 방화벽, 백신프로그램, 보안소프트웨어, 기술지원, 솔루션영업, QA, 보안관리, 보안관제, 정보보안"
㈜동양이엠에스,"                                (22년 1기채용/정착금100만) 영업X,인바운드 상담원 모집                            ",경력무관,학력무관,서울 외,서울 강동구 외,~12/31(금),"홈쇼핑, 고객상담, 고객응대, 고객지원, 인바운드TM, CS"
㈜고려해운항공,                                (주)고려해운항공 전산실 신입사원 채용,신입,대졸↑,서울,서울 강남구,~01/11(화),"포워딩, 해상운송, DB2, Oracle, 전산전공, 유지보수"
한국과학기술원,                                녹색교통시스템연구센터 연구교원 채용,신입·경력,박사↑,대전,대전 유성구,~01/13(목),"전기·전자, 정보통신·IT"
㈜알펜시아,                                알펜시아리조트 2022년 신입/경력 채용공고                            ,신입·경력,학력무관,강원 외,강원 평창군 외,~03/27(일),"조리사, 객실청소, 공연장, 라이프가드, 룸메이드, 리프트, 무대음향, 수상안전, 식음, 식음서비스, 패트롤, 프론트데스크, 하우스맨, 객실정비원, 리프트운영, 객실정비 지원, 골프강사, 골프장, 골프장클럽하우스, 메뉴기획, 양식당, 일식당, 중식당, 한식당, 음향, 기계관리, 산업안전기사, 전기관리, 컨시어지, 프런트, 호텔사무, 객실담당, 놀이공원, 수영강사, 수영장, 스포츠, 스포츠센터, 청소·미화, 양식, 중식, 찬모"
㈜SM엔터테인먼트,                                SM엔터테인먼트 연기자매니지먼트 담당자 채용,경력무관,대졸↑,서울,서울 성동구,~01/09(일),"엔터테인먼트사, 연예기획, 가수, 로드매니저, 매니저, 배우, 연기자"
㈜일신종합환경,                                수질/대기 환경분야 CAD 설계 정규직 채용 공고                            ,경력무관,학력무관,경기,경기 성남시,~03/27(일),"수질환경, 환경, 2D, 3D설계, AutoCad, CAD, CAM, 대기환경, 수질환경"
